,redshift,athena_wide_lower,athena_deep_lower,axis_wide_lower,axis_deep_lower
0,0.0,1.0,1.0,1.0,1.0
1,3.0,0.012917477361499188,0.01923723978524511,0.009377240077826704,0.029901838875316354
2,5.0,0.0022763844734879704,0.004101416853094705,0.0012166882530711565,0.010655834216413517
3,6.0,0.0009418282548476454,0.0024653739612188366,0.0004155124653739612,0.006177285318559557
4,7.0,0.00042822884549503255,0.0008564576909900651,0.00021411442274751628,0.0033830078794107573
5,8.0,6.978854072161351e-05,0.0006280968664945216,0.0,0.0020936562216484055
6,9.0,0.0,0.00011853959222380275,0.0,0.0010668563300142249
7,10.0,0.0,0.0,0.0,0.0006255212677231026
